@relation slashdot
%
% structure feature
@attribute Hybrid_Content_Stemmer_StopwordRemove_CosineSim real
@attribute Hybrid_Content_Stemmer_StopwordRemove_KLDiv real
%
% sns feature
@attribute directedunweighted_auth real
@attribute directedunweighted_cumIndeg real
@attribute directedunweighted_cumOudeg real
@attribute directedunweighted_hub real
@attribute DirectedUnweighted_NeighborSim_CosineSim real
@attribute directedunweighted_pagerank real
@attribute DirectedUnweighted_Reciprocity real
@attribute DirectedWeighted_auth real
@attribute DirectedWeighted_AvgInDeg real
@attribute DirectedWeighted_AvgOuDeg real
@attribute DirectedWeighted_CumInDeg real
@attribute DirectedWeighted_CumOuDeg real
@attribute DirectedWeighted_hub real
@attribute DirectedWeighted_NeighborSim_CosineSim real
@attribute DirectedWeighted_NormFrequency real
@attribute DirectedWeighted_PageRank real
@attribute DirectedWeighted_Reciprocity real
@attribute UndirectedUnweighted_Authority real
@attribute UndirectedUnweighted_AvgInDeg real
@attribute UndirectedUnweighted_AvgOuDeg real
@attribute UndirectedUnweighted_CumInDeg real
@attribute UndirectedUnweighted_CumOuDeg real
@attribute UndirectedUnweighted_Hub real
@attribute UndirectedUnweighted_NeighborSim_CosineSim real
@attribute UndirectedUnweighted_NormFrequency real
@attribute UndirectedUnweighted_PageRank real
@attribute UndirectedWeighted_Authority real
@attribute UndirectedWeighted_AvgInDeg real
@attribute UndirectedWeighted_AvgOuDeg real
@attribute UndirectedWeighted_CumInDeg real
@attribute UndirectedWeighted_CumOuDeg real
@attribute UndirectedWeighted_Hub real
@attribute UndirectedWeighted_NeighborSim_CosineSim real
@attribute UndirectedWeighted_NormFrequency real
@attribute UndirectedWeighted_PageRank real
%
% text feature
@attribute content_charactercomplexity_noremove real
@attribute content_charactercomplexity_stopwordremove real
@attribute content_length_stopwordremove real
@attribute word_avelength_stopwordremove real
@attribute word_maxlength_stopwordremove real
%
% mean score of author
% attribute mean_score real
%
% credit of author
@attribute credit4author {yes,no}
%
@data
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.86107069875487,-2.83485006134288,26.0,6.34615384615385,11.0,no
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.506661812497,-2.34199425223242,3.0,4.66666666666667,7.0,no
0.0463628125689136,0.124725119437255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.82911645690133,-2.77956929294231,23.0,5.56521739130435,13.0,no
0.172132593164774,0.626147363871332,0.0,0.0,1.0,2.44118038270766E-5,0.0,2.33379490610365E-6,1.0,0.0,0.0,1.0,0.0,1.0,2.44118038270766E-5,0.0,1.0,2.33379490610365E-6,1.0,1.74053017256929E-5,0.0,1.0,1.0,1.0,1.74053017256928E-5,0.0,1.0,3.06610297265579E-6,1.74053017256929E-5,1.0,1.0,1.0,1.0,1.74053017256928E-5,0.0,1.0,2.90846965619937E-6,-2.60195519948577,-2.47635401983067,5.0,4.6,6.0,no
0.19983024379290348,0.485196604486106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5910984469183553,-2.5554004645428,5.5,5.133333333333335,7.5,no
0.0603022689155527,0.439444915467244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.80200103913507,-2.66807870221748,5.0,4.6,7.0,no
0.42308804739373795,0.8158131924629476,0.0,0.0,2.0,4.08764416828603E-5,0.0,2.33379490610365E-6,1.0,0.0,0.0,1.0,0.0,2.0,4.08764416828603E-5,0.0,0.5,2.33379490610365E-6,1.0,2.21452134937176E-5,0.0,1.0,2.0,2.0,2.21452134937176E-5,0.0,0.5,4.20089224795236E-6,2.21452134937176E-5,1.0,1.0,2.0,2.0,2.21452134937176E-5,0.0,0.5,3.92315893836472E-6,-2.599140259088585,-2.4760979828559053,25.5,7.15,11.5,no
0.169030850945703,0.109174224621032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.82881603455752,-2.80684780955021,16.0,6.3125,11.0,no
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09861228866811,0.0,0.0,0.0,0.0,no
0.0283410100632568,0.091299149520234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.76164484963349,-2.76229002768722,13.0,7.0,10.0,no
0.281864023220891,0.4943328337875455,0.0,0.0,1.0,9.49342935970865E-8,1.0,2.33379490610365E-6,1.0,0.0,0.0,1.0,0.0,1.0,9.49342935970865E-8,1.0,1.0,2.33379490610365E-6,1.0,4.66090274304684E-8,0.0,1.0,1.0,1.0,4.66090274304684E-8,0.577350269189626,1.0,5.44339712009039E-6,4.66090274304684E-8,1.0,1.0,1.0,1.0,4.66090274304684E-8,0.816496580927726,1.0,5.05055937916195E-6,-2.8718033669951897,-2.85182252359355,106.0,5.999166666666666,13.0,no
0.125601551240639,0.202727679946909,2.54232547380794E-4,1.0,1.0,7.37496037173373E-4,0.0,2.98570203196636E-6,1.0,2.54232547380794E-4,1.0,1.0,1.0,1.0,7.37496037173373E-4,0.0,1.0,2.92605681739502E-6,1.0,5.00689582720366E-4,1.0,1.0,2.0,2.0,5.00689582720365E-4,0.0,0.5,3.70754553647051E-6,5.00689582720366E-4,1.0,1.0,2.0,2.0,5.00689582720365E-4,0.0,0.5,3.39971567745867E-6,-2.84695640245914,-2.88559863405053,33.0,5.78787878787879,11.0,no
0.04831027158481532,0.02210309018580735,0.0,0.0,3.0,1.27715545054294E-4,0.05984759070137093,2.33379490610365E-6,1.0,0.0,0.0,1.0,0.0,3.0,1.27715545054294E-4,0.07744454340482547,0.333333333333333,2.33379490610365E-6,1.0,9.113415340790698E-5,0.0,1.0,3.0,3.0,9.11341534079068E-5,0.04874165640527417,0.333333333333333,4.57593555718522E-6,9.113415340790698E-5,1.0,1.0,3.0,3.0,9.11341534079068E-5,0.09684464061928166,0.333333333333333,4.05934294566394E-6,-2.6575922874931823,-2.5438722460806025,15.0,5.5841784989858,9.25,no
0.2666258986477268,0.08600848136497573,0.0,0.0,2.0,4.30899702926341E-5,0.0,2.33379490610365E-6,1.0,0.0,0.0,1.0,0.0,2.0,4.30899702926341E-5,0.0,0.5,2.33379490610365E-6,1.0,2.73543838294156E-5,0.0,1.0,2.0,2.0,2.73543838294155E-5,0.0,0.5,4.06181435075838E-6,2.73543838294156E-5,1.0,1.0,2.0,2.0,2.73543838294155E-5,0.0,0.5,3.71779087577639E-6,-2.840606789373145,-2.8303083503305047,30.75,6.032936507936507,11.0,no
